1000,100
-60,-91,-46,2,-85,-27,89,3,46,37,-41,66,98,-29,50,-74,33,23,74,-81,-97,-76,-30,85,-19,37,-91,-47,56,29,-77,60,90,-84,56,-6,91,-21,3,99,30,86,-42,0,11,-81,-47,-47,-72,-69,24,61,-33,33,-51,-6,-5,-95,-14,-66,-20,94,79,-66,-48,21,-17,73,-1,17,-51,79,-68,-11,-86,-96,-76,-47,97,7,46,73,-80,11,69,50,92,-64,-77,13,95,53,35,-88,93,-90,-79,34,-82,88
96,91,2,92,-45,77,-90,-12,-44,-19,58,-25,5,78,23,-12,-36,-86,-42,2,-47,74,84,-75,50,12,56,92,71,25,-81,-98,-54,0,87,-7,-79,25,99,22,-73,79,9,85,76,-82,-72,-95,44,-37,-4,20,41,-40,-94,-85,15,-55,81,4,-39,32,38,59,46,2,-36,-70,-66,-22,36,29,-20,-65,14,98,71,-20,-40,16,-7,-5,73,-66,-21,2,-3,-46,-8,-11,-33,59,75,93,-35,-21,-74,-61,-32,0
0,-92,22,-70,-63,0,72,61,86,-62,62,-40,-21,15,50,-7,91,-34,44,-14,-81,26,7,20,-95,-23,5,-89,-52,-32,-73,18,80,99,-31,76,-75,52,-69,90,-16,86,43,-54,18,27,-74,76,38,10,-68,51,-34,29,37,40,38,11,49,-62,54,-35,-14,76,-98,-49,-48,67,-80,-51,49,66,56,-35,-17,0,14,7,-46,-76,-46,63,29,62,-5,70,-72,77,-95,-47,-78,88,74,46,-83,71,-30,79,-16,-81
63,75,-44,12,-85,71,-83,33,-89,18,-27,-29,-44,89,38,70,-60,65,85,-94,-81,-83,19,-54,10,50,-45,58,-19,-16,96,-99,-88,36,-92,96,42,48,1,25,61,26,-36,23,-51,23,-53,32,28,-54,-49,64,-23,-36,-10,75,-84,-78,5,-19,-87,-13,-91,-4,-56,79,-98,18,9,-41,29,-11,12,41,-89,52,43,-41,5,91,2,40,-42,57,-25,-42,19,-33,-29,-18,-17,-15,-92,-75,22,68,95,-9,-51,35
-64,46,-82,-80,89,-44,21,72,96,-45,-20,-69,-24,20,0,-48,-63,-45,-69,-13,-89,94,12,44,-40,-39,24,-34,-18,45,-93,-49,-12,-25,75,-62,74,7,51,81,-26,24,-25,52,1,-70,87,-75,-88,86,34,30,80,18,84,73,-21,86,-21,29,99,89,89,40,-33,51,-70,-89,49,69,60,-17,95,38,-57,35,89,-34,-25,-55,-54,65,23,8,-62,-50,40,-83,44,-5,-70,-39,-32,-5,13,-24,-78,-63,-73,-44
-28,-64,85,44,58,-3,87,-93,-92,-16,89,59,-59,78,-73,-78,57,-67,-64,-58,-30,9,33,75,11,-54,47,-66,26,31,99,49,29,-94,57,-22,-90,8,-68,-8,-70,-65,53,55,-13,-90,-31,58,-79,-88,23,-53,31,-88,74,-98,-2,-93,-25,38,-95,59,6,96,-34,-52,21,9,-23,-11,74,-2,-97,0,-30,93,70,-43,22,-93,90,-85,22,-84,-94,-88,82,-98,24,3,63,5,13,-89,-61,-85,25,-6,-99,-93
98,10,-76,50,-64,11,20,-78,-24,-34,65,-34,56,-38,4,2,95,92,-16,-92,-64,92,-26,54,-15,-11,87,-35,-91,12,72,90,-11,-12,-69,-24,95,20,-47,85,-69,67,11,-23,-4,-48,-54,92,-58,-38,30,91,12,-38,38,85,5,37,5,-73,-62,65,83,-19,74,-69,70,34,65,-29,-82,3,82,-82,-52,-25,-28,39,-65,62,31,8,52,-45,87,-17,-5,3,-36,-47,-94,91,-68,-10,-27,57,17,10,-47,10
-33,-64,-46,-77,97,64,-33,20,73,1,16,-75,94,99,-77,-68,-75,25,7,91,-48,44,49,11,90,76,-65,-67,-26,-77,50,35,55,-66,-93,-43,88,-3,-7,89,-4,-1,-91,-28,91,-5,-1,-57,18,26,-97,61,0,49,3,-29,-6,-96,0,-51,34,-80,-13,-30,15,-66,65,-83,75,-75,97,21,15,9,-75,7,87,55,-89,-57,-2,-16,-66,-70,-96,-43,-40,81,96,29,53,89,-53,74,16,-71,-19,-96,81,-4
-34,55,12,-71,72,-18,9,91,-68,-63,19,5,81,44,-67,69,48,60,-85,72,46,-42,49,18,-38,21,-10,-30,-29,80,67,-39,77,-16,33,71,6,-64,-28,-69,3,-93,21,-56,7,1,15,-86,-44,-18,44,-75,-87,50,-6,7,-4,-8,-11,9,-32,77,90,-99,72,-20,25,-3,-8,5,-5,-85,-7,-6,-97,20,-23,-15,-58,6,-87,70,-67,-67,5,42,-95,-80,15,-55,40,-91,87,1,-41,-22,43,3,-84,-73
68,-82,-15,8,0,50,-35,33,-47,-46,46,12,17,97,51,33,-57,74,44,-18,-75,-94,-45,78,-86,-86,-23,38,-5,-91,73,-89,-63,-1,83,56,-82,-65,-88,68,-72,1,44,92,-67,-68,-43,-71,73,18,43,88,76,84,60,76,0,-99,21,21,-14,-38,-80,63,-57,48,17,70,9,20,59,-80,15,62,-28,10,-82,-20,89,-25,-28,66,-31,18,2,7,20,12,-51,-2,62,21,-19,77,-33,-78,62,28,-94,-85
71,10,-45,1,0,-7,-87,-69,98,44,-81,89,73,65,-9,73,62,23,46,25,69,4,-83,-24,-55,-45,19,-3,-38,-99,-94,69,99,-90,92,-72,-75,89,80,18,-85,-65,-16,-66,98,-48,-71,20,-17,19,60,-97,0,65,46,-26,-60,12,31,71,19,93,-65,-77,9,-54,-55,-52,-68,0,64,-40,79,72,60,-45,-91,-1,54,79,51,-59,66,-57,94,-61,84,-99,88,-44,57,-24,81,41,-90,97,20,14,95,-15
59,-80,30,-29,-48,80,62,-45,25,-10,78,-5,1,71,97,79,-96,-73,-80,-73,28,-81,17,88,-43,-91,70,44,42,-56,-19,23,-19,2,6,25,-12,-37,-69,14,42,-3,22,-53,-79,-38,37,46,4,-91,85,-5,27,56,-60,-48,-79,4,21,51,26,-58,-56,-5,-38,-10,91,-14,-75,-59,-30,-64,-57,64,46,-21,-41,6,29,-7,23,17,-72,66,-5,4,-98,-13,-6,16,51,2,56,41,-24,0,-78,91,-19,-88
-46,-86,92,18,-74,46,-27,35,-5,-58,62,-62,14,26,64,-17,-45,75,66,30,17,71,-19,2,73,81,-8,55,89,43,-98,-71,-13,53,84,-1,58,96,60,20,-35,32,47,0,-89,-15,34,-38,-85,45,-80,92,-4,58,-25,98,39,78,-12,63,43,-16,-49,-55,48,44,-13,-16,15,-62,-6,-31,-46,-46,-31,36,-24,-45,-66,-77,99,-34,86,-15,-59,77,96,2,-33,60,-75,92,-28,3,70,-90,-43,33,-7,-37
49,84,-4,43,-40,-31,7,-20,71,94,-69,-49,-21,-47,-51,17,-18,-69,36,95,-59,-22,-1,14,-4,-44,7,-34,10,25,81,26,49,41,-38,52,-72,-91,-18,-29,74,-34,85,-39,43,36,64,-39,-11,50,37,20,-62,-18,-59,18,31,-26,6,0,79,23,51,-59,-67,-33,39,-30,31,-63,-86,82,80,57,46,-63,99,-35,-27,36,45,76,36,-3,-60,66,0,99,21,7,98,-87,-92,-15,81,-58,-78,64,-93,77
-53,15,30,75,48,-51,-65,-32,-89,-51,-8,-70,-54,62,0,-17,-71,-93,-48,-74,-26,49,31,76,-6,-91,12,75,-44,-83,-1,-57,-30,73,19,97,88,91,-85,21,-64,-5,-86,88,23,-76,-41,72,-25,-76,0,57,75,57,78,17,15,-20,43,80,-4,82,35,-10,98,48,64,36,-81,20,67,52,24,73,-97,60,34,26,37,59,-80,67,4,-14,58,91,83,88,-80,18,48,-13,36,-42,-90,98,25,-36,-22,-63
-99,93,30,-54,32,65,62,-75,58,15,-97,-99,-46,-62,-15,89,97,43,-99,50,38,-17,-81,70,46,-77,-43,29,18,-55,0,27,50,-35,-54,62,65,32,32,20,-69,89,89,68,-33,90,-41,4,46,80,77,-38,95,-9,-91,40,0,-97,-8,-51,40,95,87,-42,22,-42,67,-32,-66,-6,40,43,21,-6,-58,19,18,7,-31,-39,-33,68,-90,-31,-67,77,18,54,-80,67,-62,-18,-7,-79,-6,3,-43,6,-97,-75
66,11,91,-19,49,79,-45,-94,-29,49,32,67,-69,25,-51,-94,-82,14,-3,-29,-47,15,-89,-18,-56,60,-6,9,-4,-5,83,-28,-57,-17,96,-93,25,84,99,-62,30,-45,87,-77,49,52,-14,93,-24,2,-73,51,10,-6,96,-73,-91,32,-57,0,-3,-86,-11,97,28,-59,60,-28,-78,-40,79,86,-25,-53,39,-68,95,85,-20,58,-90,57,-9,82,81,10,-11,4,12,-47,-24,0,-11,-10,85,-24,80,59,7,12
-3,-67,-49,-66,-30,63,-73,-34,-4,31,-17,30,-60,-1,94,-47,85,1,9,-38,9,46,-90,62,-75,89,31,82,53,-17,-68,-41,32,13,70,43,-21,12,-7,34,44,24,76,-28,22,-33,-37,-69,-10,56,9,7,-40,-99,-92,-19,75,-7,94,-94,34,21,28,58,-64,-63,-60,8,66,50,46,86,23,-34,-69,-8,-88,94,3,-68,-92,-85,-64,10,-10,32,59,6,49,-49,22,-79,-77,-69,34,-72,30,-51,34,13
87,52,68,-59,89,-18,63,82,62,-91,42,-31,23,26,75,36,-91,-56,99,72,-91,15,48,50,20,8,-53,-19,-59,24,-48,47,-29,56,-33,-96,78,-28,-75,51,-80,25,-69,81,-93,-27,-14,-25,-6,-11,46,-1,-67,65,28,-75,-23,-25,38,-90,40,40,-55,73,-16,-24,-6,-15,-90,68,89,55,-74,53,98,69,-39,55,-24,14,38,-97,95,-93,-96,-31,25,70,-90,9,-20,-54,21,-41,-26,-89,-88,-35,-62,51
70,89,58,-60,0,-48,33,87,-41,53,-3,-95,67,-15,-92,45,-10,-34,-72,-42,32,38,37,33,-93,82,-65,94,-99,91,-66,-22,-76,0,-16,-96,74,69,-51,-47,-94,-61,75,-31,27,96,-26,88,-18,1,-4,28,33,86,80,-48,-30,37,-94,-52,-83,38,-29,-41,69,69,84,30,73,-87,89,-90,99,45,-49,93,16,48,-28,-48,30,54,-30,12,-62,-16,77,-14,-50,80,98,-80,66,-87,-71,-95,-26,40,14,71
47,28,75,-77,12,39,-44,-7,-72,-15,83,-2,17,-87,-7,-69,56,-70,78,71,19,62,85,43,-50,-6,79,-92,-91,85,93,-11,-35,30,19,99,-33,-96,3,-90,93,55,26,49,39,-38,-26,-68,13,-82,12,-88,-23,-55,-44,-33,-56,-21,-46,-31,64,-16,94,35,-40,-34,-90,58,34,33,-65,-65,65,10,18,93,20,-76,9,99,-57,21,46,-89,-24,3,42,-17,-49,-19,-55,-69,-86,68,-84,-78,-77,-2,72,37
-53,62,-58,32,3,-51,83,-5,45,-4,21,-67,64,-65,78,-65,88,41,88,51,73,11,85,-54,90,34,-16,4,61,-60,-8,-82,-4,75,-40,98,67,1,-16,78,-76,34,-61,92,58,-41,84,73,-79,83,69,32,29,-81,-7,47,-34,70,-46,-40,-4,13,11,4,-29,68,62,-69,53,-10,-27,62,46,54,-86,79,84,-21,-7,-93,-76,44,54,61,7,-97,-78,76,-83,-36,-59,78,-81,37,-12,-56,-9,-12,92,-2
9,80,-89,39,-81,68,-5,-85,-86,-39,29,-4,83,18,34,-22,-29,-83,-65,0,-9,52,41,63,1,-45,-64,-36,-68,21,1,60,7,-62,-30,86,44,32,9,-26,3,-66,79,72,-81,19,-14,4,-3,7,89,76,-28,-71,-5,-82,84,-11,-82,-53,6,69,-62,-13,91,86,5,-38,-89,-47,-83,-41,-3,22,7,-40,17,52,98,42,58,-43,-4,34,-52,-4,-77,-41,-45,-63,27,-27,-95,61,38,-14,77,-58,41,4
14,68,42,59,43,32,23,71,15,33,-59,36,-52,77,-77,73,63,-31,24,23,-46,-96,-81,51,-23,-48,-26,-30,-58,55,94,-65,87,-75,-55,0,-35,-94,-16,62,-97,-67,-20,63,36,-19,75,-2,81,40,51,85,77,-58,21,36,14,68,78,-75,-64,-39,19,43,84,8,6,-32,-77,6,41,51,-32,-14,-42,-18,-9,19,19,63,-62,89,99,-23,80,59,-79,28,-52,-53,-51,-99,28,88,-88,0,-68,68,-36,95
-54,17,52,92,-27,-94,12,89,-5,1,-44,-42,74,-53,29,-5,-16,-66,97,-36,32,91,24,-74,47,15,98,-69,63,11,0,72,-40,35,-7,-79,76,-26,-47,-19,65,68,-35,-97,26,-97,-3,60,71,-19,-46,-5,80,-50,-50,18,-65,-25,-83,-81,28,67,-63,-9,-38,-36,-39,-56,76,-62,74,80,-34,51,99,-36,24,82,62,31,-62,30,95,-51,69,96,-9,-41,42,-28,56,4,-31,53,96,-8,-80,44,-8,15
-15,-26,35,-19,-35,0,42,-81,69,58,-15,-43,70,66,-14,79,-20,43,-51,13,-89,14,-80,-37,-55,81,85,88,-9,-30,33,45,-45,61,-9,-35,61,53,-91,4,54,31,33,-3,-7,-23,71,0,23,-47,-66,46,-7,-83,8,95,88,-18,23,-19,-19,15,-35,-1,30,-55,-54,26,-60,43,-92,41,14,-61,-85,7,81,-62,-25,-96,24,-40,26,96,-22,-99,49,28,-26,58,-6,18,-68,79,-53,-76,38,56,-99,91
37,-2,-23,-76,48,-60,-86,-29,0,51,58,-29,-58,-70,-90,3,33,1,-29,91,88,-25,-29,88,-77,30,28,-24,-97,71,-88,4,-96,-38,-55,77,70,-61,-65,-34,24,-2,-45,70,-32,-88,-35,25,-34,74,41,95,-32,58,-74,37,17,-45,7,-25,-2,25,-69,38,-43,70,-13,-74,-85,-32,-11,23,-12,-88,-33,28,92,-79,-35,-88,-3,76,60,-60,-93,43,-62,12,40,28,93,-54,-47,20,56,-20,4,-92,89,77
78,7,37,-82,-1,-67,-63,6,-87,-85,-77,-65,-50,67,35,-29,37,22,-24,-46,-49,83,-22,-8,69,38,-6,-90,5,98,-69,-59,45,-12,-77,8,-77,32,-6,-57,99,-92,33,15,69,-22,-70,82,95,46,-13,86,90,-3,-19,-30,-17,21,-1,81,56,-63,50,63,-93,90,26,-40,-17,35,45,99,-54,-15,-25,90,-66,-85,19,-4,27,36,-52,76,-68,-42,3,79,-39,63,23,-8,-67,5,-54,-6,-36,78,-69,90
43,-88,79,90,-46,30,89,-45,-3,8,96,-78,3,33,35,-8,-45,86,-25,-33,-71,-23,-4,15,-28,41,58,-38,-32,0,-95,-5,-49,48,-16,-11,-13,83,-54,79,-53,-78,89,-38,77,55,-49,99,-37,-76,-18,-74,-59,46,-73,3,-10,11,-18,-5,-85,-8,85,-86,-13,-53,75,15,-7,-5,78,-4,-26,77,-69,-21,39,-90,-36,-96,22,49,-93,-67,-25,96,11,79,-59,1,-40,54,-30,-78,98,-49,31,29,88,52
-40,-8,-14,-75,-37,57,-62,57,-72,12,-80,92,-63,2,-53,71,70,-91,-51,-89,22,-52,-2,78,-45,81,53,-29,-61,1,-71,-19,72,88,26,10,-1,-63,41,-87,-92,-61,52,41,24,-91,46,88,2,58,-88,-81,18,-40,96,79,75,35,-98,16,-24,-51,-21,53,-10,76,-31,-96,-32,-42,48,26,42,96,71,25,-29,-90,91,37,70,51,-10,16,79,-3,67,38,-85,-82,44,-79,-72,-61,-87,-52,96,-48,-64,-14
24,60,-87,52,28,47,-49,-28,-41,27,-62,-43,56,0,59,-87,51,26,-34,38,-79,71,32,-73,40,-92,45,75,-72,35,6,-76,14,55,-43,-32,77,24,-20,32,58,-98,93,40,-13,-64,-76,23,-63,57,-66,-89,19,-23,93,16,29,-85,67,-87,-68,39,20,23,-39,-57,31,-51,-79,91,-53,7,-46,52,-63,38,35,0,-19,-27,-91,-76,47,-74,-93,74,44,-57,29,90,-60,2,2,14,9,-94,-65,-40,-11,-57
